198 	 165
198 	 67
198 	 34
198 	 132
198 	 100
198 	 1
36 	 167
36 	 165
36 	 40
36 	 34
167 	 165
167 	 172
172 	 165
172 	 106
172 	 100
106 	 102
106 	 100
102 	 134
102 	 132
102 	 100
134 	 132
134 	 139
139 	 132
139 	 9
139 	 1
9 	 3
9 	 1
3 	 69
3 	 67
3 	 1
69 	 67
69 	 73
73 	 67
73 	 40
73 	 34
40 	 34
34 	 165
34 	 67
165 	 100
100 	 132
132 	 1
1 	 67
