198	165
198	132
198	100
198	67
198	34
198	1
172	167
172	165
172	106
172	100
167	165
167	36
36	165
36	40
36	34
40	73
40	34
73	69
73	67
73	34
69	67
69	3
3	67
3	9
3	1
9	139
9	1
139	134
139	132
139	1
134	132
134	102
102	132
102	106
102	100
106	100
100	165
100	132
165	34
34	67
67	1
1	132
