201 	 68
201 	 170
201 	 35
201 	 137
201 	 2
201 	 102
67 	 68
67 	 69
67 	 35
67 	 34
69 	 68
69 	 3
3 	 68
3 	 2
3 	 1
1 	 135
1 	 2
135 	 136
135 	 137
135 	 2
136 	 137
136 	 103
103 	 137
103 	 102
103 	 101
101 	 168
101 	 102
168 	 170
168 	 169
168 	 102
169 	 36
169 	 170
36 	 170
36 	 35
36 	 34
34 	 35
170 	 35
35 	 68
68 	 2
2 	 137
137 	 102
